gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group
1,0,1,0,1,2,1,0,2,0,0,0,2,0,1,2,1105,5803,0,5
0,0,1,1,0,1,0,2,0,0,0,2,2,0,1,0,394,3942,0,3
1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,2,93,2394,0,3
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,803,1746,0,0
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,39,1968,0,2
0,1,1,0,1,2,0,2,2,0,2,0,0,0,1,3,599,3036,0,1
1,1,1,0,0,1,0,0,0,0,0,2,2,0,1,2,302,4104,1,4
1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,340,170,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,307,148,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,305,146,0,0
1,0,0,0,1,0,1,0,0,0,2,2,2,0,1,2,1207,3800,1,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,30,23,1,0
1,1,0,0,1,2,1,0,2,0,0,0,2,0,1,2,1093,5371,0,4
0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,98,567,0,0
1,0,1,1,1,2,1,2,0,2,2,2,2,2,0,0,1443,6182,1,5
0,0,1,0,1,2,2,1,1,1,1,1,1,1,0,2,78,2858,0,4
1,0,0,0,1,0,0,2,0,2,0,2,2,0,1,2,825,4519,0,3
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,23,3095,0,5
1,0,1,0,1,0,0,2,2,2,0,2,0,1,0,1,654,4869,0,4
1,0,0,0,0,1,0,0,2,2,0,0,0,1,1,0,204,4049,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,5,1085,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,17,2597,0,4
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,15,2061,0,3
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,316,1384,1,0
0,1,1,0,1,2,0,2,2,2,0,0,0,0,1,1,667,4506,0,3
0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,191,277,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,328,164,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,308,149,1,0
1,1,0,0,0,1,0,0,2,2,0,0,2,0,1,2,273,125,1,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,31,2372,0,3
0,1,0,0,1,0,0,2,2,0,0,0,0,0,1,1,498,3890,1,3
0,0,1,0,1,0,0,2,0,2,2,0,0,2,0,1,521,4813,0,5
0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,2,771,3135,1,1
1,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1001,5072,1,4
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,18,3029,0,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,324,162,1,0
0,1,0,0,0,1,0,0,2,2,2,2,0,0,1,2,386,4098,0,4
1,0,1,0,1,2,2,1,1,1,1,1,1,1,0,3,94,756,0,0
0,1,1,0,1,0,0,0,0,2,0,0,2,1,0,3,556,3314,0,2
1,1,0,0,1,2,1,0,2,0,0,2,2,1,1,2,1260,5260,0,4
0,0,1,1,1,2,1,2,0,0,2,2,2,1,1,0,1362,6111,0,5
0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,2,969,997,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,286,130,0,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,74,3453,0,6
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,316,155,0,0
0,0,1,1,1,2,1,2,2,0,0,0,2,0,1,2,1163,5167,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,23,2143,0,3
0,0,1,1,1,0,0,2,2,2,0,2,0,2,1,1,727,5403,0,6
0,0,1,0,1,2,0,2,2,0,2,2,2,2,0,1,1023,4675,0,3
1,0,1,0,1,2,1,2,2,2,2,2,2,2,1,1,1530,6468,0,6
1,0,1,0,1,2,1,0,0,0,0,2,2,1,1,1,1191,5182,0,3
1,0,0,0,1,2,0,2,2,2,2,2,2,2,0,1,1063,5977,0,6
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,44,270,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,715,297,1,0
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1014,736,1,0
1,0,0,0,0,1,0,2,2,0,0,0,2,0,1,0,298,2702,0,2
1,0,1,1,1,0,0,2,0,0,0,0,2,0,1,3,546,3562,0,2
0,1,1,0,1,2,1,2,2,0,2,2,0,0,1,0,1290,4719,1,2
1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,467,3182,0,2
1,0,1,1,1,0,0,2,2,0,2,0,2,0,1,1,720,3419,0,2
1,0,1,1,1,0,0,2,0,2,2,0,0,2,1,0,550,4866,0,5
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,761,2755,1,1
0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,474,2957,0,1
1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,162,1432,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,49,42,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,307,148,1,0
1,1,0,0,0,1,0,0,2,0,0,2,2,0,1,1,395,861,0,0
1,0,0,1,1,2,0,2,2,0,0,0,2,0,1,2,696,2598,0,1
0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,2,284,3716,0,3
1,0,0,1,1,2,0,2,2,0,2,2,2,2,1,0,1024,5778,0,5
1,0,0,0,1,2,0,2,2,2,2,0,0,0,0,2,713,4159,0,3
1,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,384,3240,1,2
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,878,1335,1,0
1,0,0,0,1,0,1,0,2,2,0,0,2,0,1,1,1111,3325,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,27,364,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,32,1031,0,1
1,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,1104,6015,0,6
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1131,1050,0,0
1,0,0,0,1,2,1,0,2,0,2,0,2,0,1,2,1176,5453,1,4
0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,3,89,2413,0,3
1,0,0,0,0,1,0,0,2,0,2,0,0,1,0,1,207,3037,0,3
0,0,0,0,1,0,0,2,2,0,2,2,2,0,1,2,869,1741,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,28,3068,0,5
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,42,668,0,0
0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,154,739,0,0
0,0,1,1,1,2,1,2,2,2,2,2,0,2,0,1,1396,6373,0,6
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,39,2254,0,3
0,0,0,0,1,2,1,0,2,2,0,2,0,1,1,2,1197,5906,0,5
0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,2,619,763,0,0
1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,398,2874,0,2
0,0,0,0,1,2,1,0,2,2,0,0,0,0,1,0,990,4816,1,3
0,1,1,0,1,2,0,2,2,2,2,2,2,2,0,1,1074,5976,0,6
1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,2,457,2991,0,2
1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,394,202,1,0
1,0,1,0,1,0,2,1,1,1,1,1,1,0,1,0,38,1544,0,1
1,0,1,1,1,2,0,0,2,2,2,2,2,2,1,1,1013,5804,0,5
1,0,1,1,1,2,0,0,0,0,0,2,0,0,0,2,549,3076,0,2
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,25,2015,0,3
0,1,1,1,1,2,1,0,0,0,0,2,0,0,0,0,1001,3683,0,1
0,0,1,1,1,2,0,0,0,2,2,2,0,2,1,0,754,5003,0,4
1,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,1276,5331,1,4
1,0,1,1,1,2,1,0,0,2,2,2,2,0,1,0,1419,5449,1,3
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20,1893,1,2
1,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,920,406,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,39,365,0,0
0,0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,1500,5750,0,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,26,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,23,1416,0,1
0,0,0,0,1,0,1,2,2,0,0,0,0,0,1,2,881,993,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,26,2457,0,4
0,0,1,0,1,0,0,2,2,0,2,0,0,1,1,0,552,4441,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20,1044,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,47,40,0,0
1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,50,43,0,0
1,0,0,0,1,2,0,2,2,2,2,0,0,1,0,2,743,5186,0,5
1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,451,810,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,13,2318,0,3
1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,372,186,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,102,880,1,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,39,3207,0,5
1,0,1,1,1,2,1,0,0,2,0,2,0,0,1,1,1100,5446,0,4
0,0,0,0,1,2,1,0,2,2,2,0,0,1,1,0,1097,5991,0,5
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,914,710,1,0
1,0,1,1,1,2,1,2,0,0,2,2,2,2,0,0,1366,6167,0,5
1,0,1,0,1,2,1,0,2,0,0,2,0,0,1,0,1129,5807,1,5
1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,380,1911,0,1
0,0,1,1,1,2,1,0,0,2,2,0,2,0,1,0,1197,3647,0,1
1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,813,350,1,0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,815,351,1,0
0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,0,1195,5197,0,4
0,0,0,0,1,2,1,2,2,2,0,2,0,2,1,0,1305,6276,0,6
0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,2,422,4029,0,3
1,0,0,0,1,2,1,0,2,2,0,0,0,0,1,0,991,3750,0,2
0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,2,178,725,0,0
0,0,1,1,1,2,1,0,2,2,2,0,0,0,0,1,1064,4285,0,2
0,0,0,0,1,2,0,2,2,0,0,0,0,1,1,0,545,4000,0,3
1,0,0,0,1,0,1,2,0,2,0,2,2,1,1,1,1279,3920,0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,728,1714,0,0
1,0,0,0,1,0,0,2,2,0,0,0,0,1,1,3,454,4613,0,5
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,367,2776,1,2
1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,454,2904,0,2
1,0,0,0,1,2,0,2,2,2,2,0,2,1,1,1,871,5546,1,5
0,0,0,0,1,0,1,0,2,2,0,2,2,1,1,3,1286,5481,0,4
0,0,0,0,0,1,0,2,0,2,0,2,2,2,0,2,430,4495,0,5
0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,2,921,1755,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,16,1456,0,1
0,0,1,1,1,2,1,0,0,0,0,0,2,0,0,2,1006,3603,0,1
1,0,1,1,1,0,0,2,0,2,2,2,2,2,1,2,915,5712,0,6
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,805,2179,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,21,1359,0,1
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1158,476,1,0
1,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1106,4258,0,2
0,0,0,0,1,0,0,0,2,2,2,2,0,2,0,3,709,4837,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,29,2284,0,3
1,0,0,0,1,2,1,0,2,2,0,0,2,0,1,2,1192,2491,0,0
0,0,1,0,1,2,1,0,0,2,2,2,2,0,1,1,1320,5780,1,4
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,28,1058,0,1
1,0,1,0,1,2,0,2,0,0,2,2,2,1,0,3,916,3857,0,2
0,0,1,1,1,2,1,0,2,0,0,0,2,0,1,0,1110,2852,1,1
0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,3,130,1165,1,1
0,0,1,1,1,2,1,0,2,0,2,0,2,2,1,0,1153,5997,0,5
0,0,1,1,1,0,1,0,2,2,0,2,0,0,1,0,1075,3892,1,2
1,1,1,0,1,2,1,2,2,2,0,2,2,1,1,2,1446,5943,1,4
0,0,1,1,0,1,0,2,0,0,2,2,0,2,1,1,331,3378,0,2
0,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,989,2994,1,1
1,0,1,1,1,2,0,0,2,2,0,2,2,1,0,1,874,4688,0,3
0,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,965,2960,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,319,158,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,21,1438,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,713,295,1,0
1,0,1,1,1,0,0,2,0,2,2,0,2,2,0,3,674,5205,0,5
0,0,1,1,1,2,1,0,0,2,2,2,2,2,1,0,1387,6109,0,5
0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,2,297,500,1,0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,805,3423,1,1
0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,816,1857,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,32,570,0,0
1,0,0,0,0,1,0,2,0,0,2,2,0,2,0,1,309,4032,0,4
0,0,0,0,1,0,1,0,0,2,0,2,2,2,1,2,1192,5590,1,4
1,0,0,0,1,2,1,0,0,2,0,2,0,0,1,3,1089,3818,1,2
0,0,1,1,1,2,1,0,2,0,0,2,2,1,0,3,1289,5374,1,4
1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,335,912,1,0
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,903,784,1,0
0,0,0,1,1,2,1,0,0,2,2,0,0,0,1,3,1036,1252,1,0
1,0,1,1,1,2,0,2,2,2,2,2,0,2,1,0,884,5717,0,5
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,824,1291,1,0
1,0,1,1,1,2,0,2,0,2,2,2,2,0,0,2,1008,5202,0,4
0,0,1,0,1,2,1,2,2,2,0,2,0,0,1,2,1256,5162,1,3
0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,31,1777,0,2
1,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,577,2055,0,1
0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,374,3081,0,2
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,1023,2195,1,0
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,37,2046,0,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,311,152,1,0
1,0,1,0,1,2,1,0,2,2,0,2,2,1,0,2,1356,6216,1,5
1,0,1,0,1,0,0,2,2,0,0,2,2,1,1,3,814,4817,0,4
1,0,1,1,1,0,1,2,2,2,2,2,2,2,0,3,1433,6141,0,5
0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1019,2978,0,1
0,1,1,0,1,2,1,0,2,0,0,0,0,0,1,2,919,1324,1,0
1,0,0,0,1,0,1,0,0,2,0,2,2,1,0,2,1201,2740,0,1
0,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1570,6520,0,6
1,1,0,0,1,2,1,0,2,0,2,2,2,1,0,0,1389,6310,0,5
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,32,1511,0,2
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,21,1226,0,1
1,0,1,0,1,0,1,2,2,0,0,0,2,1,1,1,1104,5862,1,5
1,0,0,1,1,2,0,2,2,0,0,0,0,0,0,0,561,612,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,93,589,0,0
0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,2,1055,3053,1,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,33,26,1,0
1,0,1,1,1,0,0,2,2,2,0,0,0,1,1,0,548,4062,0,3
0,0,0,1,1,0,0,2,2,0,0,0,2,0,1,2,606,4203,0,3
1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,792,338,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,726,308,0,0
0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,1108,3963,1,2
1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,886,3446,1,1
1,0,1,0,1,2,0,2,2,2,2,2,2,2,0,0,1103,5999,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,18,734,0,0
0,1,0,0,1,2,0,0,2,2,2,0,0,0,0,0,616,3601,0,2
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,707,2530,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,19,593,0,0
0,0,0,0,1,2,1,0,2,2,2,2,2,2,1,0,1477,6324,0,5
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,86,53,0,0
1,0,0,0,1,0,0,2,0,2,0,2,2,0,1,2,850,859,0,0
1,1,0,0,1,0,1,0,0,2,0,2,2,0,1,0,1222,3736,1,1
0,0,1,0,1,2,1,0,2,2,0,0,0,0,1,0,1002,5775,0,5
0,0,1,0,0,1,0,2,2,2,2,0,0,2,1,0,337,4570,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,17,2987,0,5
0,0,0,0,1,2,1,0,0,2,2,2,2,0,1,2,1351,5375,0,4
1,0,1,0,1,2,1,0,2,2,0,0,0,0,1,0,961,4934,1,3
0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,364,527,1,0
1,0,0,0,1,2,1,2,0,2,2,2,2,0,1,1,1439,5383,0,3
1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,919,4940,0,4
0,0,1,0,1,2,0,2,0,0,2,2,2,0,1,2,883,3461,1,1
1,0,0,0,1,2,0,2,2,2,2,2,2,2,0,0,1027,5925,0,6
1,0,1,1,1,2,1,0,2,2,0,2,0,0,1,2,1147,4585,0,3
1,0,1,1,1,2,0,2,2,2,2,2,2,2,0,2,1099,5964,0,5
1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,350,1247,1,0
0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,95,3401,0,5
1,0,1,1,1,0,0,2,0,0,2,2,2,1,1,0,834,4875,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,20,1813,0,2
0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,2,1001,4291,0,2
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,88,3226,0,5
1,1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1338,6134,0,5
1,0,0,0,1,2,1,2,2,0,2,2,0,0,0,3,1295,5222,0,3
0,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,1199,491,1,0
0,0,0,0,1,2,0,2,2,0,0,0,0,0,1,1,537,4312,1,4
0,0,1,1,1,2,1,0,2,0,2,2,0,2,0,1,1169,5954,0,5
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,16,2101,0,3
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,27,1095,0,1
0,1,0,0,1,0,1,2,2,0,2,2,2,0,1,1,1433,5195,1,3
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1301,5646,0,4
0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,1,525,2092,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,740,320,1,0
1,0,1,1,1,0,0,2,2,0,0,0,0,1,1,3,475,2244,0,1
1,0,1,1,1,2,1,2,2,0,0,2,2,0,1,2,1395,6353,0,5
1,1,1,0,1,2,0,2,2,2,0,2,2,2,1,1,976,5831,0,6
0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,1,812,3417,0,1
1,0,0,1,1,2,2,1,1,1,1,1,1,0,0,3,86,1529,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,32,25,1,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,709,291,1,0
0,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1151,4309,1,2
1,0,1,1,1,0,1,0,0,0,0,2,0,0,0,2,916,3071,1,1
0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,2,171,623,1,0
0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,2,474,3669,0,3
0,0,0,0,0,1,0,0,2,2,2,0,0,2,0,1,238,3660,0,4
0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,136,3106,0,4
0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,32,2426,0,4
1,0,1,0,1,2,0,2,2,2,2,0,2,2,0,1,890,5751,0,6
1,0,0,1,1,2,2,1,1,1,1,1,1,0,0,1,88,916,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,22,1361,0,1
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,898,392,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,15,9,1,0
1,0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1168,2156,0,0
1,0,0,0,1,2,1,2,0,0,0,0,2,0,0,3,1107,768,0,0
0,0,1,0,1,2,1,0,0,0,2,0,0,0,1,1,876,4432,0,3
1,0,1,0,1,2,1,0,0,2,0,2,2,1,0,0,1270,6148,0,5
0,0,1,0,1,2,1,2,0,2,2,0,2,1,1,2,1264,4759,1,3
1,0,0,1,1,2,1,0,0,2,0,0,0,0,1,1,910,3079,0,1
1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,718,2204,0,0
0,0,1,0,1,2,1,0,0,0,0,0,2,0,1,1,998,1842,1,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,811,977,1,0
1,0,1,1,1,0,0,2,0,0,0,0,2,1,0,1,531,4446,0,4
1,0,1,0,1,2,1,0,2,2,0,0,2,0,1,2,1154,4411,0,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304,3820,0,3
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,114,2439,0,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,33,268,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,54,1990,0,2
0,0,0,0,1,2,0,2,0,0,2,0,0,1,0,2,530,3676,0,2
1,0,1,1,1,2,1,0,2,2,0,0,2,1,1,1,1187,5083,0,3
1,0,0,0,1,0,0,2,2,0,2,0,0,0,1,3,578,4148,0,3
0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,1582,6519,0,5
1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,445,216,1,0
0,0,1,1,0,1,0,2,2,2,2,2,2,2,0,0,616,5160,0,6
0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,902,3521,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,33,2219,0,3
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,49,2775,0,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,38,31,0,0
0,0,0,0,1,2,0,0,0,0,2,2,2,1,1,3,823,2233,0,1
1,0,0,0,1,2,1,0,2,0,0,0,0,0,1,2,908,4009,0,2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,91,511,1,0
0,0,1,1,1,2,0,2,0,0,0,2,2,2,1,2,816,5492,0,5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,294,137,0,0
1,0,1,0,0,1,0,2,2,2,0,0,0,1,1,2,267,3433,1,3
1,0,1,1,1,2,0,2,2,2,0,2,0,0,1,1,797,4367,0,3
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,812,349,1,0
1,0,0,0,1,2,1,2,2,0,0,2,0,1,1,2,1183,5305,1,4
1,0,1,1,0,1,0,2,0,2,2,2,0,2,0,1,341,3739,0,3
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,22,1467,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,725,307,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,32,25,0,0
0,0,0,0,1,2,1,2,2,0,0,2,2,0,1,1,1406,5785,0,4
1,0,0,1,1,2,1,0,2,0,0,2,0,0,1,2,1112,3123,0,1
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,100,1172,0,1
0,0,1,1,1,0,0,2,0,2,2,0,2,2,0,0,713,4821,0,4
0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,661,1514,0,0
0,0,1,1,1,2,1,0,0,0,0,0,2,0,0,1,1017,4206,1,2
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,32,1251,0,1
0,0,0,1,1,0,0,2,0,2,0,0,2,1,0,3,624,2972,0,1
1,1,1,0,1,2,0,0,0,2,0,2,2,2,0,2,803,3830,0,2
1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,386,663,0,0
1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,765,2169,0,0
0,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,1545,6246,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,9,1270,0,1
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20,593,0,0
0,0,0,0,1,2,1,0,0,2,0,2,2,1,1,2,1302,5225,0,3
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,976,3454,0,1
1,0,0,0,1,2,2,1,1,1,1,1,1,2,1,0,75,3204,0,5
0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,378,191,0,0
0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,2,798,3528,0,2
0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,24,1601,0,2
0,0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,994,4133,1,2
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,910,793,1,0
1,0,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1410,5604,0,4
0,0,1,1,1,2,0,2,0,2,2,2,2,2,1,2,984,5307,0,4
0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,93,1313,0,1
0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,968,5879,0,6
0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,822,712,1,0
1,0,1,0,1,2,1,0,2,2,0,2,0,0,0,1,1218,4176,0,2
