gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group
0,0,1,0,0,1,0,0,2,2,2,2,2,2,1,1,570,5060,5
0,0,0,0,1,2,1,2,2,2,0,2,2,0,0,1,1435,6130,5
0,0,1,1,1,0,0,2,2,2,2,2,0,0,1,2,820,1715,0
1,0,0,0,0,1,0,2,0,0,2,0,0,1,1,3,197,3471,4
0,0,0,0,1,0,1,0,2,0,0,2,0,0,1,3,1000,1435,0
0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,2,553,252,0
0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,1,502,2376,1
0,1,0,0,1,2,0,0,0,0,2,0,2,0,1,2,647,3366,2
0,1,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1369,5066,3
1,0,1,1,1,0,0,2,0,2,2,0,2,0,1,1,740,1629,0
1,0,0,0,1,2,1,0,2,0,0,0,2,0,0,1,1080,5827,5
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,753,2729,1
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,817,2688,1
0,0,0,0,1,0,1,0,0,2,0,2,2,0,0,2,1175,481,0
1,0,1,1,0,1,0,2,0,2,2,0,0,1,0,2,248,3525,3
1,0,1,0,1,0,0,2,2,2,2,2,2,2,1,1,971,5057,4
0,0,1,0,1,0,0,2,0,2,2,2,2,2,0,0,936,5800,5
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,12,1607,2
0,1,1,1,1,2,1,0,0,2,0,0,2,0,1,1,1067,5545,4
0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,27,2264,3
1,1,1,0,1,2,1,0,0,2,0,0,0,0,1,2,915,1512,0
0,0,0,0,1,2,2,1,1,1,1,1,1,0,0,0,86,1527,1
1,0,0,0,1,2,1,0,1,2,0,2,2,0,1,0,1404,5444,3
1,0,1,0,1,2,1,0,2,0,0,0,0,0,1,2,874,1403,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,795,3414,1
0,0,1,0,1,2,1,0,1,2,0,2,2,1,0,1,1406,6189,5
1,0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,969,3762,2
1,1,1,0,1,0,0,2,2,0,2,0,0,1,1,0,561,4958,5
0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1402,5456,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,37,1049,1
0,0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1444,6161,5
1,0,1,0,1,2,0,2,2,2,0,2,0,0,1,0,762,4022,2
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,325,163,0
1,0,0,0,1,2,1,1,0,2,2,2,2,1,1,1,1488,6168,5
0,0,1,0,1,2,1,2,2,2,0,2,2,2,1,1,1480,6464,6
0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,531,2295,1
0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,979,2858,1
0,0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,1548,6124,5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,23,16,0
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1083,452,0
1,0,0,0,1,0,1,0,2,0,2,0,2,1,1,1,1084,4632,3
1,0,0,0,1,2,1,0,2,2,0,2,0,0,1,2,1167,2094,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,86,666,0
0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,374,188,0
1,0,0,0,1,0,1,0,0,2,2,2,2,2,0,0,1282,5089,3
0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1101,2670,1
0,1,0,0,1,2,0,2,2,2,2,2,2,2,0,3,1089,5947,5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19,669,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,799,343,0
1,0,1,0,1,0,0,0,0,2,2,2,2,0,1,2,789,2039,1
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,915,402,0
0,0,1,1,1,2,1,0,2,2,0,2,2,0,1,2,1353,6322,5
0,0,1,1,1,2,0,0,0,2,2,2,2,1,1,2,882,4072,2
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,918,1756,0
1,0,0,0,1,0,0,2,0,2,2,2,2,2,1,3,904,1590,0
1,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,994,428,0
1,1,0,0,1,0,1,2,0,0,2,2,2,0,0,1,1286,2199,0
1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,725,3671,2
0,0,0,0,1,2,1,0,1,0,0,2,2,0,0,2,1291,2171,0
0,0,0,0,0,1,0,2,0,0,2,2,2,1,1,0,449,3879,3
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,0,1200,4762,3
1,0,0,0,1,2,1,2,0,2,2,2,2,2,1,2,1455,5715,4
0,0,1,1,0,1,0,0,2,0,0,2,0,0,0,2,229,2226,1
0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,900,4360,3
0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,559,549,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,40,2387,3
0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,2,950,2532,1
1,0,0,0,1,0,0,2,2,2,0,0,0,2,0,2,570,4708,5
0,0,0,0,1,2,1,0,0,2,0,2,2,0,0,2,1274,2169,0
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1207,5254,4
0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,2,1050,1042,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,711,293,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,30,23,0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1169,1975,0
0,0,0,0,1,2,0,0,2,0,2,0,2,0,0,1,678,4156,3
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,789,2157,0
1,0,1,0,1,2,1,2,2,0,0,2,2,0,1,2,1398,5984,5
0,0,0,0,1,2,1,0,2,2,2,2,2,0,1,1,1466,1913,0
1,0,0,0,1,0,0,2,2,0,2,0,0,1,1,2,519,3411,2
1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,781,2405,1
0,0,1,0,1,2,1,0,1,0,0,2,2,0,1,1,1321,2684,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,29,842,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,21,1438,1
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,632,604,0
0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,60,3341,6
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,78,2174,2
1,0,1,1,1,2,1,0,0,2,0,2,2,0,1,1,1269,6153,5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,97,242,0
1,1,1,0,1,0,1,0,0,0,0,0,2,0,1,2,907,4690,3
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,23,482,0
0,0,1,0,1,2,1,2,2,0,2,2,0,1,1,0,1283,6083,5
0,0,1,0,1,2,1,0,0,2,2,2,2,0,1,0,1373,4099,2
1,0,0,0,1,0,1,2,2,0,0,2,2,1,1,1,1286,6073,5
0,1,1,0,1,2,1,0,2,0,0,2,0,0,1,2,1104,459,0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,27,1690,2
1,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1182,1437,0
0,0,1,0,1,0,0,0,2,2,2,2,2,0,0,0,937,3769,2
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,696,280,0
1,0,0,0,1,0,1,0,1,1,0,2,0,0,1,1,1086,3690,1
0,0,1,1,1,0,1,0,2,2,2,2,2,1,1,0,1348,5680,4
1,0,1,1,0,1,0,0,2,2,2,2,2,1,1,1,542,3399,2
1,0,0,0,1,2,1,0,1,0,0,0,0,0,1,2,938,3597,1
0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,2,1006,5708,5
0,0,0,0,1,0,0,2,2,0,2,0,0,1,1,1,587,4233,3
1,0,0,1,1,2,1,0,2,0,0,2,0,0,1,2,1112,3123,1
1,0,1,1,0,1,0,2,2,2,0,0,0,2,0,3,220,1090,0
1,0,0,0,1,0,1,0,0,2,0,0,2,0,0,2,990,2288,0
1,0,1,0,1,2,0,2,2,2,2,2,2,2,0,0,1126,5870,5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,18,11,0
0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,156,2238,2
0,0,0,0,1,2,1,0,0,2,1,0,0,0,1,1,1020,4865,3
0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,88,55,0
0,0,0,0,1,0,1,0,0,2,2,0,0,2,1,2,908,4475,3
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,794,938,0
1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,1,40,2839,5
0,0,0,0,1,2,1,0,1,2,0,2,2,1,1,2,1346,5989,5
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,904,397,0
1,0,1,1,1,0,0,2,2,0,2,0,0,1,0,3,534,4637,4
0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,1,1170,1625,0
0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,21,3097,5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,36,1921,2
1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,3,164,81,0
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,770,2928,1
0,0,1,1,1,2,0,0,2,0,2,2,2,2,1,2,878,5713,6
1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,367,1365,0
1,0,0,1,1,0,0,2,0,0,0,2,2,0,1,3,711,2208,1
0,1,1,0,1,0,0,2,0,2,2,2,2,2,1,1,898,5297,5
1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,347,1787,1
1,0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,905,5344,5
0,0,0,0,1,2,0,0,0,2,2,2,2,2,1,1,868,4568,3
0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,2,921,3647,1
0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2,1011,436,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19,70,0
0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,146,2669,3
1,0,0,0,1,2,0,0,2,0,2,2,0,0,1,2,735,3819,2
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1252,4473,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,835,719,0
1,0,1,1,1,2,1,0,0,2,2,2,2,2,1,2,1339,5776,4
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,885,1189,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,309,3756,3
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1237,5356,4
1,0,1,0,1,2,1,2,0,2,2,2,2,2,1,1,1485,6487,6
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,909,2480,1
0,0,1,0,1,2,1,0,2,2,0,2,2,0,1,1,1364,5799,4
1,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,547,1902,0
0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,661,1514,0
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1220,3772,1
1,0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1185,2540,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,734,315,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,708,1182,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,213,1121,0
0,1,1,1,0,1,0,0,2,2,0,2,2,2,1,2,421,4721,5
1,0,1,1,1,2,0,2,2,2,2,0,2,2,0,1,919,5727,6
0,0,1,0,1,2,1,0,2,0,2,0,2,2,1,0,1174,5697,5
0,1,1,0,1,2,1,2,2,2,2,0,0,1,0,2,1200,5593,4
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1030,1834,0
1,0,1,1,1,2,2,1,1,1,1,1,1,0,1,3,80,1014,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,36,1440,1
0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,622,3952,3
0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,2,422,4029,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,27,20,0
1,0,1,0,1,2,0,0,0,0,0,2,0,0,1,1,524,3615,2
1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,407,2911,2
0,1,0,0,1,0,0,0,2,2,0,2,0,0,1,2,626,1591,0
1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1533,6376,5
0,0,1,1,1,2,1,0,2,2,0,2,0,0,1,1,1214,4847,3
1,0,1,0,1,0,0,0,2,2,2,0,0,2,1,1,545,4758,5
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,46,1493,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,26,263,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,26,0
1,0,0,0,1,0,0,2,0,0,2,0,2,0,0,3,626,1699,0
0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,302,4097,4
0,0,0,0,1,2,0,2,0,0,0,0,2,0,1,0,620,2452,1
0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,0,542,4254,3
1,0,0,0,1,0,0,0,0,0,0,2,2,1,1,0,625,3220,1
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1216,1357,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,716,642,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,796,342,0
0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,3,480,2520,1
0,1,1,1,1,0,1,0,0,2,0,2,2,2,1,2,1217,3896,2
1,1,1,0,1,0,1,2,2,0,2,0,0,2,1,1,990,5897,6
0,0,0,0,1,2,1,0,1,2,0,2,2,0,1,1,1365,4913,3
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,297,139,0
0,0,1,0,1,2,1,2,2,0,0,2,0,0,1,2,1182,5648,4
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,717,299,0
0,0,1,0,1,0,1,2,0,2,0,2,2,0,0,2,1313,3384,1
0,0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,1004,5105,4
0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1270,4763,3
1,0,0,0,1,2,0,2,2,2,2,0,0,1,0,2,743,5186,5
0,0,1,1,1,0,0,2,0,0,2,2,0,1,0,3,643,4935,5
0,0,0,0,1,2,1,1,0,0,0,2,2,0,1,2,1269,2560,0
0,0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1283,3093,1
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,153,77,0
0,0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,1429,5521,4
1,1,1,0,1,2,1,0,0,2,0,2,2,0,0,2,1260,5749,4
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,85,3337,5
1,0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,1363,6325,6
0,0,1,1,1,2,0,0,2,2,0,0,0,0,0,0,585,3749,2
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,31,1187,1
1,0,1,0,0,1,0,2,0,2,2,2,2,2,0,0,547,4926,5
0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,2,1094,2651,1
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,3,2470,4
0,0,0,0,1,2,1,0,0,2,1,2,2,0,1,0,1327,5805,4
0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,998,3267,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,37,2605,4
1,1,1,1,1,0,1,0,2,0,0,2,2,0,1,3,1166,4266,2
0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,2,1064,3492,1
0,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2,1258,4407,2
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,17,2459,4
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,399,2553,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,884,382,0
1,0,0,0,1,2,1,2,2,0,2,2,2,0,1,1,1433,4594,2
0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,895,678,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,724,659,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,707,652,0
0,1,0,0,1,2,1,2,2,2,2,0,2,1,0,0,1335,5471,4
1,0,0,0,1,2,1,0,0,0,2,2,0,0,1,1,1103,3662,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,710,1223,0
0,1,0,0,1,0,1,0,2,2,0,0,2,1,1,0,1089,5044,4
0,0,1,0,1,0,1,0,0,1,1,2,2,0,0,0,1226,3413,1
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,795,2686,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,704,286,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,874,4020,2
0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1306,5910,5
0,0,1,1,1,2,0,2,2,0,0,2,2,1,0,2,867,3561,2
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,798,4745,4
1,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,1260,2921,1
0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,2,1076,1535,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,22,467,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,709,291,0
0,0,0,0,1,1,1,0,2,0,0,2,2,0,0,0,1278,5900,5
1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,2,897,2759,1
0,0,0,0,1,0,1,0,0,1,0,2,2,0,0,2,1181,1752,0
1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,800,344,0
1,0,1,0,1,2,1,2,0,2,0,2,2,1,1,2,1353,5495,4
0,0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,1339,6304,6
0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,2,986,2980,1
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,1023,2197,0
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1158,476,0
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,100,2393,2
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,30,3007,5
1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,793,339,0
1,0,0,0,1,0,0,0,0,0,2,2,2,0,0,2,720,608,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,95,1534,1
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,24,1173,1
1,1,1,0,1,2,2,1,1,1,1,1,1,2,0,0,89,3630,5
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,739,2769,1
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,97,2777,4
0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1114,3960,2
0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,93,1313,1
0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1076,448,0
0,0,0,0,1,2,1,0,0,0,0,1,2,0,1,2,1177,4189,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,44,2033,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,316,421,0
1,0,0,0,1,2,1,0,0,2,0,2,2,0,1,1,1296,4758,3
0,0,0,1,1,2,0,2,2,0,2,2,0,0,1,3,824,3025,1
0,1,0,0,1,0,1,0,1,0,0,2,2,0,1,2,1171,3910,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,300,1234,0
0,1,1,1,0,1,0,0,2,0,0,0,2,1,1,2,227,2617,2
1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,428,212,0
0,0,1,0,1,2,1,0,0,2,0,0,2,0,0,3,1095,3748,1
1,0,1,0,1,2,1,0,2,2,0,2,2,2,1,0,1400,6357,6
1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,795,2184,0
0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,2,493,1673,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,835,363,0
1,0,1,0,1,0,0,2,2,0,2,0,0,0,0,3,560,3513,2
0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,143,3048,4
0,0,1,0,1,2,1,0,2,2,2,2,2,1,0,1,1452,6403,6
1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,2,359,1125,0
1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,914,1227,0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,3,1187,1888,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,37,1008,1
0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,42,35,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,45,3233,6
0,0,0,0,1,2,0,0,2,2,2,2,0,1,1,0,783,4679,4
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,89,3301,5
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,805,2525,1
1,0,1,0,1,2,0,2,2,2,2,2,2,2,1,0,1073,5937,6
0,0,0,0,1,0,1,0,0,2,2,2,2,0,1,2,1304,1054,0
1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,386,195,0
1,0,1,0,1,2,1,0,0,2,2,2,2,2,0,2,1429,5823,4
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,894,1438,0
0,0,1,0,1,2,1,0,0,2,2,2,2,0,1,2,1360,4506,2
0,0,1,0,1,2,1,0,0,2,1,2,2,1,0,1,1385,6194,5
0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,734,315,0
1,0,0,0,1,2,1,0,0,0,2,0,2,0,1,1,1073,3151,1
1,0,0,0,0,1,0,2,0,2,2,2,0,1,1,0,363,4537,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,95,1227,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,32,1332,1
0,0,1,0,1,2,1,0,2,2,0,2,2,0,1,1,1347,5686,4
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,11,5,0
0,0,1,1,0,1,0,2,0,2,0,2,2,1,1,2,477,2703,1
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,16,1081,1
0,0,0,0,1,2,0,0,0,2,0,0,2,0,1,1,631,2531,1
1,0,0,0,1,2,1,0,2,0,1,0,0,0,1,2,1001,1395,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,31,24,0
0,1,1,0,1,2,1,2,0,2,0,2,2,0,0,0,1379,6133,5
1,1,1,0,1,2,0,0,0,2,0,2,2,2,1,1,775,5538,6
0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,601,2380,1
0,0,1,1,1,2,0,2,0,2,2,2,0,2,1,3,835,5153,4
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,819,709,0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,818,3060,1
1,0,0,0,1,0,1,0,0,0,0,2,1,0,1,2,1071,445,0
0,0,1,0,1,2,1,2,2,2,0,0,0,0,0,0,1127,2258,0
0,0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,1456,5933,4
1,1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1376,5552,4
0,1,1,0,1,2,1,0,2,0,2,2,2,2,1,0,1363,6303,5
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,26,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,28,21,0
0,0,1,0,1,2,1,0,1,2,0,2,2,0,1,2,1362,4577,2
0,0,0,1,1,2,1,0,0,2,2,0,0,0,1,0,990,4871,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,96,61,0
1,1,1,0,1,2,1,2,2,0,0,0,2,0,1,1,1181,1920,0
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,797,1868,0
1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1566,6477,5
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,804,1035,0
0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,461,2946,2
0,0,1,1,1,2,1,2,2,2,2,2,0,1,1,1,1376,6267,5
0,0,0,0,1,0,1,0,2,2,0,0,2,0,1,1,1151,3292,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,24,17,0
0,1,1,0,1,2,1,2,2,2,2,0,0,0,1,1,1171,5787,5
1,0,1,0,0,1,0,2,2,2,2,2,2,2,1,2,621,5261,6
0,0,0,0,1,1,1,0,1,2,2,0,0,0,0,2,1080,2644,1
0,0,0,0,1,0,1,0,2,1,0,0,1,0,1,2,1109,1662,0
0,0,0,0,1,2,0,2,2,2,2,2,0,0,1,0,866,3568,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,13,699,0
1,0,0,0,1,2,0,2,2,2,0,0,2,2,1,1,798,5284,5
0,0,1,1,0,1,0,2,0,0,2,0,0,2,0,1,203,4082,5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,458,222,0
1,1,0,0,1,2,1,0,2,2,2,2,2,0,1,2,1482,5764,4
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,33,197,0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,826,2667,1
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,871,2365,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,697,281,0
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,41,2608,5
0,1,1,0,1,0,2,1,1,1,1,1,1,2,1,3,8,2514,4
0,0,1,1,1,0,0,2,2,2,2,0,0,2,0,3,599,4898,5
0,0,1,1,1,0,1,0,0,0,0,1,2,0,1,0,1092,4120,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,34,803,0
1,1,1,0,1,2,1,2,2,2,0,2,2,1,1,2,1446,5943,4
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,797,342,0
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,902,741,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,794,1688,0
0,0,1,1,1,2,0,2,2,2,0,2,0,1,1,1,767,5468,5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,294,137,0
0,1,1,0,1,2,1,2,2,0,0,2,2,1,1,0,1411,6378,6
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,720,302,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,29,873,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,790,336,0
0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,2,913,3842,2
1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,949,2966,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,297,400,0
1,0,1,1,1,0,0,2,0,2,2,2,2,0,0,2,959,3323,1
1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,352,1905,1
